Shot number,Date,Classification,Club type,Club name,Carry,Total,Offline,Offline carry,Shot angle,Peak height,Hang time,Club speed,Ball speed,Smash factor,Push/pull,Launch angle,Landing angle,Backspin,Sidespin,Curve,Curve factor,Angle of attack,Face to target,Club path,Face to path,Face impact X,Face impact Y,Strokes gained,Club score,Target score,Launch score,Direction score,Shape score,Total score
,,,,,[yds],[yds],[yds],[yds],[°],[yds],[seconds],[mph],[mph],,[°],[°],[°],[rpm],[rpm],[yds],,[°],[°],[°],[°],[mm],[mm],,,,,,,
35,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,152.6,161.2,11.6,11.0,3.8,21.9,5.2,80.0,112.4,1.4,4.43 R,15.2,38.6,5102,0,0.8,3.0,-4.6,3.72° open,2.61° in-to-out,1.11° open,,,0.7,6.6,5.8,8.2,5.3,3,28.9
36,2026-08-16T19:47:02.000Z,Huge Push Slice,7 Iron,Default,147.0,154.9,31.7,29.6,15.2,20.6,5.1,80.6,111.0,1.4,7.92 R,14.7,38.1,5770,1094 R,9.2,31.0,-5.2,8.07° open,1.45° in-to-out,6.62° open,,,-0.1,4.3,1.1,7.8,0,0,13.2
37,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,144.1,151.7,0.6,0.7,-1.0,21.7,5.0,76.1,104.1,1.4,1.57 R,18.1,38.2,4591,312 L,3.2,11.0,-1.9,0.72° open,1.75° in-to-out,1.03° closed,,,0.5,6.2,3,7.1,10,10,36.3
38,2026-08-16T19:47:02.000Z,Huge Push,7 Iron,Default,120.4,139.4,37.6,31.5,18.6,10.2,3.8,79.0,102.3,1.3,11.48 R,10.4,25.4,5038,10000 R,7.1,29.0,-5.3,14.39° open,0.15° in-to-out,14.24° open,,,-0.3,3.7,0,4.8,0,0,8.5
39,2026-08-16T19:47:02.000Z,Top,7 Iron,Default,19.3,84.2,9.8,2.3,6.6,0.6,0.5,71.2,87.4,1.2,7.09 R,7.0,7.3,442,625 L,0.1,2.0,3.4,6.16° open,6.95° in-to-out,0.79° closed,,,-0.2,3,0,0.5,10,0,13.5
40,2026-08-16T19:47:02.000Z,Pull,7 Iron,Default,90.0,138.6,17.0,9.7,-8.6,4.4,2.4,72.2,95.4,1.3,3.8 L,8.4,13.4,2775,5000 L,3.7,21.0,-2.4,7.89° closed,0.03° in-to-out,7.92° closed,,,0.2,3,0,1.2,0,3,7.2
41,2026-08-16T19:47:02.000Z,Shank,7 Iron,Default,16.4,62.1,25.4,6.6,24.2,0.5,0.6,52.4,64.0,1.2,21.74 R,7.7,7.5,1093,0,0.1,3.0,2.7,14.29° open,7.05° in-to-out,7.24° open,,,-0.3,0,0,0.8,0,0,0.8
42,2026-08-16T19:47:02.000Z,Pull,7 Iron,Default,98.1,123.2,15.5,11.2,-9.7,8.7,3.3,65.9,85.3,1.3,3.36 L,14.6,23.4,3467,937 L,5.4,28.0,-0.9,3.98° closed,1.1° in-to-out,5.08° closed,,,0.0,3.7,0,4.1,2.2,3,12.9
43,2026-08-16T19:47:02.000Z,Shank,7 Iron,Default,61.5,125.8,95.0,45.1,51.0,1.3,1.5,77.4,100.9,1.3,33.65 R,3.9,6.0,2797,10000 R,4.1,34.0,-4.3,22.89° open,2.45° out-to-in,25.34° open,,,-0.7,3.1,0,0.2,0,0,3.2
44,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,144.5,150.6,1.8,1.5,-3.2,22.8,5.1,76.8,105.7,1.4,2.05 R,18.0,38.9,4695,625 L,6.7,23.0,-2.0,0.97° open,3.46° in-to-out,2.49° closed,,,0.5,4.8,3.2,7.5,10,10,35.5
45,2026-08-16T19:47:02.000Z,Huge Hook,7 Iron,Default,114.7,140.0,39.8,29.5,-23.8,10.5,3.6,71.8,95.2,1.3,5.88 L,13.2,24.5,3542,10000 L,17.7,77.0,-2.1,13.94° closed,1.2° out-to-in,12.74° closed,,,-0.3,3,0,3.6,0,0,6.6
46,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,149.4,154.0,11.2,10.9,3.7,27.2,5.7,80.1,109.9,1.4,4.61 R,19.0,43.8,6040,0,1.2,4.0,-4.4,3.86° open,2.72° in-to-out,1.14° open,,,0.5,6.5,4.8,8,4.5,3,26.8
47,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,132.3,139.4,24.0,22.4,12.8,15.4,4.5,79.4,105.6,1.3,6.63 R,13.2,33.6,5543,938 R,7.0,27.0,-5.3,6.79° open,0.94° in-to-out,5.85° open,,,0.1,4,0,6.5,0,3,13.5
48,2026-08-16T19:47:02.000Z,Shank,7 Iron,Default,27.0,68.3,29.8,11.6,-26.1,1.6,0.9,61.6,72.5,1.2,22.92 L,12.4,14.1,50,938 R,0.2,5.0,0.3,20.35° closed,12.05° out-to-in,8.3° closed,,,-0.7,0,0,2.8,0,0,2.8
49,2026-08-16T19:47:02.000Z,Huge Push,7 Iron,Default,135.3,137.5,31.6,30.9,16.4,25.4,5.4,81.9,107.3,1.3,9.81 R,19.2,45.3,7785,1563 R,7.5,28.0,-5.4,10.03° open,1.57° in-to-out,8.46° open,,,-0.3,4.8,0.3,5.2,0,0,10.2
50,2026-08-16T19:47:02.000Z,Underdraw,7 Iron,Default,132.6,142.7,7.9,7.6,1.7,17.2,4.5,76.4,101.7,1.3,4.88 R,15.3,35.5,4619,312 L,3.7,14.0,-3.3,3.76° open,4.77° in-to-out,1.01° closed,,,0.3,4.2,0,6.2,6.1,6,22.4
51,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,150.4,155.7,14.3,13.8,5.5,26.1,5.6,81.3,111.6,1.4,5.01 R,17.3,43.5,6417,0,0.6,2.0,-5.0,4.26° open,3.09° in-to-out,1.17° open,,,0.5,6.7,5.2,8,4.5,3,27.4
52,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,144.3,147.7,20.0,19.5,8.9,27.1,5.6,81.6,109.4,1.3,6.54 R,18.8,44.5,7074,625 R,2.9,10.0,-5.0,6.31° open,2.09° in-to-out,4.22° open,,,0.3,5.9,3.4,6.2,0,3,18.5
53,2026-08-16T19:47:02.000Z,Underdraw,7 Iron,Default,155.7,161.3,9.8,9.6,2.0,29.0,5.8,81.3,113.3,1.4,5 R,18.8,44.8,5911,312 L,4.0,13.0,-4.2,3.96° open,4.67° in-to-out,0.71° closed,,,0.7,5.5,6.8,8.9,6.1,6,33.3
54,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,158.4,165.9,1.1,0.8,-2.7,26.0,5.7,82.0,114.8,1.4,2.13 R,15.5,41.8,5982,625 L,6.7,21.0,-5.1,1.18° open,3.26° in-to-out,2.08° closed,,,1.7,6.8,7.5,8.5,10,10,42.8
55,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,116.2,132.5,2.9,1.7,-4.2,11.6,3.9,71.5,91.9,1.3,2.5 R,14.8,27.3,4441,937 L,6.8,29.0,-3.7,0.98° open,5.61° in-to-out,4.63° closed,,,0.2,1.3,0,5.5,10,10,26.9
56,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,150.2,154.6,19.8,19.2,8.2,26.9,5.7,84.4,115.3,1.4,6.44 R,15.5,43.5,7415,625 R,2.3,7.0,-5.5,6.27° open,1.84° in-to-out,4.43° open,,,0.4,7.1,4.7,6.4,0,3,21.2
57,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,173.7,180.0,13.6,13.1,4.3,30.9,6.1,82.9,120.5,1.5,4.34 R,17.8,44.1,4859,0,0.1,0.0,-1.6,3.64° open,2.36° in-to-out,1.28° open,,,0.9,8,9.1,9.3,6.1,3,35.5
58,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,167.7,174.1,3.1,2.6,-4.4,29.8,6.0,83.2,119.1,1.4,2.64 R,17.0,44.2,5500,625 L,10.3,31.0,-3.5,1.82° open,3.67° in-to-out,1.85° closed,,,1.6,7.1,10,9.6,10,10,46.8
59,2026-08-16T19:47:02.000Z,Underdraw,7 Iron,Default,155.7,160.6,9.4,9.3,2.0,29.4,5.8,84.1,117.5,1.4,4.78 R,16.9,45.5,6713,312 L,3.8,12.0,-5.2,3.75° open,4.31° in-to-out,0.56° closed,,,0.7,7.1,6.8,8,6.1,6,34
60,2026-08-16T19:47:02.000Z,Straight Draw,7 Iron,Default,173.3,179.5,5.4,4.9,-4.3,31.9,6.2,85.2,122.9,1.4,1.04 R,16.6,45.4,5815,625 L,8.1,23.0,-4.0,0.14° closed,2.35° in-to-out,2.49° closed,,,1.2,8.7,10,8.8,8.4,6,41.9
61,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,131.6,140.0,0.4,1.0,-3.4,18.4,4.6,74.3,100.0,1.3,4.21 R,16.8,37.0,4543,937 L,8.7,33.0,-2.4,2.66° open,6.7° in-to-out,4.04° closed,,,0.3,1.6,0,6.6,10,10,28.1
62,2026-08-16T19:47:02.000Z,Huge Push Slice,7 Iron,Default,152.6,157.6,34.5,33.0,17.3,27.1,5.7,81.4,112.7,1.4,7.58 R,18.3,44.5,6123,1563 R,12.7,42.0,-4.5,7.92° open,0.16° in-to-out,7.76° open,,,-0.2,4.6,0,8.7,0,0,13.2
63,2026-08-16T19:47:02.000Z,Push,7 Iron,Default,139.2,144.0,9.5,9.2,4.2,22.5,5.1,78.7,106.1,1.3,3.32 R,17.3,41.5,5882,156 R,1.1,4.0,-4.8,2.91° open,1.23° in-to-out,1.68° open,,,0.3,6.6,1.6,8,5.3,3,24.6
64,2026-08-16T19:47:02.000Z,Underdraw,7 Iron,Default,170.2,176.7,8.5,8.3,1.6,30.2,6.0,83.7,120.2,1.4,4 R,16.6,44.3,5626,156 L,3.6,11.0,-3.8,3.26° open,2.78° in-to-out,0.48° open,,,1.2,8.1,10,9.4,6.9,6,40.3
65,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,155.0,160.3,0.4,0.6,-1.8,27.9,5.7,84.0,116.9,1.4,2.26 R,16.1,44.5,6800,625 L,5.5,18.0,-5.3,1.34° open,3.33° in-to-out,1.99° closed,,,1.3,7.8,6.4,7.5,10,10,41.7
66,2026-08-16T19:47:02.000Z,Pull Hook,7 Iron,Default,167.6,190.0,23.0,18.6,-11.2,15.0,4.8,82.9,121.4,1.5,1.56 L,8.6,28.7,4074,10000 L,14.1,42.0,-3.9,14.16° closed,0.1° out-to-in,14.06° closed,,,-0.1,5.3,7.4,4,0,0,16.7
67,2026-08-16T19:47:02.000Z,Baby Draw,7 Iron,Default,148.8,154.2,6.5,6.5,0.1,25.4,5.5,80.7,111.0,1.4,4.85 R,17.3,42.4,6105,469 L,6.2,21.0,-4.9,3.67° open,5.2° in-to-out,1.53° closed,,,0.6,4.9,4.6,8.4,6.9,10,34.8
68,2026-08-16T19:47:02.000Z,Straight Draw,5 Iron,Default,126.4,149.5,7.9,5.7,-5.5,12.5,3.9,73.5,99.7,1.4,0.38 R,13.5,26.9,3340,625 L,6.5,26.0,-1.5,0.69° closed,2.22° in-to-out,2.91° closed,,,0.3,5.2,0,4.9,7.7,6,23.8
69,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,121.6,141.8,15.1,13.0,6.2,10.9,3.9,75.9,97.5,1.3,6.07 R,12.4,25.9,4341,0,0.1,0.0,-4.4,5.44° open,4.19° in-to-out,1.25° open,,,0.2,4.5,0,6.4,2.2,3,16.1
70,2026-08-16T19:47:02.000Z,Baby Draw,5 Iron,Default,143.8,162.4,5.6,3.9,-5.0,13.5,4.4,78.7,107.8,1.4,1.91 R,11.3,28.3,4238,781 L,8.7,30.0,-4.8,0.58° open,4.4° in-to-out,3.82° closed,,,0.5,3.4,0,5.9,8.4,10,27.8
71,2026-08-16T19:47:02.000Z,Baby Draw,5 Iron,Default,171.4,189.5,2.7,1.9,-2.5,17.7,5.0,83.6,123.6,1.5,1.29 R,9.5,33.2,4204,312 L,5.7,17.0,-3.9,0.43° open,1.55° in-to-out,1.12° closed,,,2.3,8.5,5.3,7,10,10,40.8
72,2026-08-16T19:47:02.000Z,Huge Push Slice,5 Iron,Default,157.6,164.9,42.1,39.6,20.1,23.5,5.5,84.3,120.0,1.4,8.82 R,13.6,41.4,6173,1563 R,15.1,48.0,-5.3,9.14° open,0.58° in-to-out,8.56° open,,,-0.1,5.8,0,6.3,0,0,12.2
73,2026-08-16T19:47:02.000Z,Huge Slice,5 Iron,Default,129.8,141.2,33.6,29.7,20.0,14.5,4.3,78.6,104.3,1.3,6.34 R,13.3,32.4,5281,1875 R,15.3,59.0,-5.3,7.15° open,1.58° out-to-in,8.73° open,,,-0.3,3.6,0,6.3,0,0,9.9
74,2026-08-16T19:47:02.000Z,Straight Draw,5 Iron,Default,156.8,189.0,4.6,3.2,-2.5,11.4,4.2,83.2,122.7,1.5,0.23 R,6.4,25.5,3564,312 L,3.8,12.0,-3.7,0.45° closed,0.98° in-to-out,1.43° closed,,,1.8,8.3,0.7,4.3,10,6,29.3
75,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,145.7,160.1,14.8,13.4,5.4,15.3,4.5,80.5,111.4,1.4,5.11 R,10.6,30.7,4733,156 R,0.4,1.0,-5.3,4.71° open,2.57° in-to-out,2.14° open,,,0.4,6.6,0,6.3,3.8,3,19.6
76,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,183.0,192.5,26.4,24.6,10.9,26.0,5.9,85.3,126.7,1.5,4.52 R,13.8,39.3,4678,781 R,10.1,28.0,-3.1,4.47° open,0.34° out-to-in,4.81° open,,,0.2,7.2,5.6,9.1,2.2,3,27.1
77,2026-08-16T19:47:02.000Z,Pull Hook,5 Iron,Default,183.8,199.4,33.3,29.1,-15.6,20.1,5.5,85.5,128.0,1.5,2.58 L,10.1,33.7,4384,10000 L,20.8,57.0,-4.2,13.92° closed,0.31° out-to-in,13.61° closed,,,0.0,6.4,3.7,7.2,0,0,17.3
78,2026-08-16T19:47:02.000Z,Slight Push,5 Iron,Default,177.5,196.1,9.1,8.1,2.9,16.6,5.1,84.5,126.0,1.5,2.34 R,8.8,30.3,4142,156 R,0.9,2.0,-4.1,1.99° open,0.43° in-to-out,1.56° open,,,1.0,8.9,7.3,6.5,6.9,6,35.6
79,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,171.0,182.8,31.1,28.5,12.5,21.7,5.3,82.0,120.8,1.5,6.63 R,13.8,35.9,4020,625 R,8.6,25.0,-2.0,6.45° open,1.85° in-to-out,4.6° open,,,0.1,5.8,3.1,8.2,1.4,3,21.5
80,2026-08-16T19:47:02.000Z,Top,5 Iron,Default,19.0,102.3,15.3,2.9,8.6,0.4,0.4,75.8,102.9,1.4,8.61 R,4.6,4.7,808,625 L,0.0,0.0,3.4,7.72° open,7.52° in-to-out,0.2° open,,,-0.0,3.2,0,0.4,10,0,13.6
81,2026-08-16T19:47:02.000Z,Underdraw,5 Iron,Default,183.5,198.1,9.5,9.1,1.5,23.8,5.5,83.9,126.0,1.5,4.2 R,13.0,38.6,3679,156 L,4.4,12.0,-2.0,3.48° open,2.91° in-to-out,0.57° open,,,0.9,7.9,9.8,7.3,7.7,6,38.7
82,2026-08-16T19:47:02.000Z,Straight Hook,5 Iron,Default,170.0,185.9,24.4,20.8,-13.1,18.6,5.1,82.2,120.0,1.5,0.98 L,11.3,32.3,4238,10000 L,17.9,53.0,-3.7,13.93° closed,0.17° in-to-out,14.1° closed,,,0.2,4.8,5.1,7.5,0,3,20.4
83,2026-08-16T19:47:02.000Z,Slight Push,5 Iron,Default,180.2,189.5,6.0,5.8,1.6,25.9,5.9,84.2,123.7,1.5,2.08 R,13.2,40.0,4935,0,0.8,2.0,-4.0,1.52° open,0.9° in-to-out,0.62° open,,,1.6,8.8,10,8.8,7.7,6,41.3
84,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,139.9,155.6,8.9,7.7,4.7,15.2,4.4,79.5,109.4,1.4,1.63 R,11.5,32.5,4499,313 R,3.7,13.0,-5.0,1.41° open,0.59° out-to-in,2° open,,,0.4,6.8,0,6.4,6.9,3,23.1
85,2026-08-16T19:47:02.000Z,Slight Push,5 Iron,Default,179.3,190.0,5.1,4.9,0.8,24.6,5.6,82.4,121.9,1.5,2.37 R,14.2,38.6,4028,78 L,2.5,7.0,-2.0,1.78° open,1.37° in-to-out,0.41° open,,,1.8,7.9,7.8,8.5,8.1,6,38.3
86,2026-08-16T19:47:02.000Z,Slight Pull,5 Iron,Default,141.9,162.2,7.6,6.4,-3.4,14.6,4.3,78.2,107.7,1.4,1.74 L,11.6,29.5,3907,312 L,2.1,7.0,-3.8,2.06° closed,0.74° out-to-in,1.32° closed,,,0.5,6.5,0,5.4,6.9,6,24.8
87,2026-08-16T19:47:02.000Z,Shank,5 Iron,Default,99.5,124.9,53.3,40.4,30.3,8.3,3.2,71.3,92.2,1.3,16.51 R,12.5,23.8,3806,10000 R,10.9,55.0,-3.5,16.03° open,0.27° out-to-in,16.3° open,,,-0.4,3,0,5.4,0,0,8.5
88,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,185.3,197.4,18.5,16.9,7.8,23.0,5.6,83.9,125.4,1.5,2.6 R,12.6,36.3,4039,625 R,8.5,23.0,-2.2,2.51° open,0.91° out-to-in,3.42° open,,,0.4,7.6,8.5,8,4.5,3,31.6
89,2026-08-16T19:47:02.000Z,Huge Push Slice,5 Iron,Default,142.6,185.6,51.7,36.1,21.1,6.3,3.5,84.4,124.8,1.5,8 R,4.8,15.5,3409,10000 R,16.1,56.0,-3.8,12.24° open,0.5° out-to-in,12.74° open,,,-0.2,5.9,0,3.4,0,0,9.2
90,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,171.7,179.8,10.1,9.7,3.5,25.8,5.8,85.5,123.8,1.4,2.99 R,13.0,41.3,5769,0,0.7,2.0,-5.3,2.59° open,1.54° in-to-out,1.05° open,,,0.9,9.3,5.5,7.1,6.9,3,31.8
91,2026-08-16T19:47:02.000Z,Huge Push Slice,5 Iron,Default,172.9,182.5,54.0,49.9,25.1,22.8,5.5,85.3,126.0,1.5,8.16 R,12.5,37.9,4999,2188 R,25.1,73.0,-4.3,8.7° open,0.93° out-to-in,9.63° open,,,-0.2,6.3,0,8.4,0,0,14.7
92,2026-08-16T19:47:02.000Z,Pull Hook,5 Iron,Default,190.0,202.8,27.2,24.6,-12.0,23.7,5.7,84.5,126.8,1.5,2.83 L,12.5,35.6,3957,1094 L,15.2,40.0,-2.2,3.35° closed,1.78° in-to-out,5.13° closed,,,0.1,6.6,5.9,7.7,2.2,0,22.3
93,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,176.9,186.4,27.9,26.0,11.5,24.6,5.7,86.1,126.9,1.5,5.33 R,11.9,39.9,5219,781 R,9.4,27.0,-5.0,5.37° open,0.27° in-to-out,5.1° open,,,0.2,7.2,4.7,7.7,1.4,3,24
94,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,174.4,183.9,16.3,15.2,6.5,24.4,5.7,84.5,123.7,1.5,3.45 R,12.7,39.1,5136,469 R,4.7,13.0,-4.6,3.32° open,0.19° in-to-out,3.13° open,,,0.4,8.1,6.5,8.3,4.5,3,30.4
95,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,181.0,188.9,14.7,14.0,4.9,28.3,5.9,84.4,124.5,1.5,3.93 R,14.8,41.2,4673,156 R,1.6,4.0,-2.2,3.44° open,1.54° in-to-out,1.9° open,,,0.8,8.8,8.4,9.6,5.7,3,35.6
96,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,176.2,182.3,25.1,23.9,11.1,33.0,6.3,88.4,128.4,1.5,4.48 R,15.4,44.3,6384,938 R,10.1,29.0,-5.3,4.45° open,0.65° out-to-in,5.1° open,,,0.2,7.7,5.5,6.9,0.6,3,23.7
97,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,193.0,202.5,18.8,17.5,7.8,31.0,6.3,87.5,131.0,1.5,2.6 R,14.7,42.3,4630,469 R,8.8,23.0,-2.6,2.4° open,0.26° out-to-in,2.66° open,,,0.3,9.4,8.5,8.9,5.3,3,35.1
98,2026-08-16T19:47:02.000Z,Push,5 Iron,Default,191.6,202.1,12.9,12.1,4.7,26.9,6.0,87.1,130.6,1.5,2.56 R,12.4,39.2,4646,313 R,3.5,9.0,-3.8,2.31° open,0.11° in-to-out,2.2° open,,,0.4,9.7,9.5,8,6.1,3,36.3
1,2026-08-14T22:55:44.000Z,Pull Hook,Driver,Default,142.7,146.1,25.7,24.9,-14.0,25.8,5.5,81.0,108.5,1.3,5.96 L,18.4,44.9,6947,1406 L,10.0,35.0,-5.1,7.12° closed,0.02° in-to-out,7.14° closed,,,0.1,3,4.4,4.3,0,0,11.7
2,2026-08-14T22:55:44.000Z,Push Slice,Driver,Default,124.5,124.5,17.8,17.8,13.5,26.8,5.2,72.3,93.2,1.3,2.95 R,26.8,45.7,5187,1563 R,11.4,46.0,-0.4,4.3° open,3.71° out-to-in,8.01° open,,,0.0,1.7,4,0.8,0,0,6.5
3,2026-08-14T22:55:44.000Z,Pull,Driver,Default,42.6,58.8,3.2,2.3,-3.4,0.4,1.1,78.5,94.1,1.2,2.7 L,1.9,2.6,3950,625 R,0.2,3.0,-4.1,1.72° closed,4.15° out-to-in,2.43° open,,,-0.3,4.1,3,0,10,3,20.1
4,2026-08-14T22:55:44.000Z,Baby Fade,Driver,Default,129.1,142.1,1.9,1.3,2.5,12.8,4.3,81.2,104.4,1.3,1.34 L,10.1,31.3,6088,313 R,4.3,17.0,-5.6,1.15° closed,2.8° out-to-in,1.65° open,,,0.1,5.4,4.4,2.3,10,10,32.1
5,2026-08-14T22:55:44.000Z,Push,9 Iron,Default,82.3,88.9,5.7,5.1,4.8,13.8,3.7,61.6,70.8,1.1,2.29 R,26.1,38.7,6500,625 R,1.8,11.0,-1.4,2.34° open,1.06° out-to-in,3.4° open,,,-0.2,5,0,6.2,3.8,3,17.9
6,2026-08-14T22:55:44.000Z,Huge Slice,9 Iron,Default,119.6,120.6,13.1,12.9,12.6,28.4,5.1,73.1,90.4,1.2,0.23 L,30.3,47.9,4153,1563 R,13.4,56.0,-2.1,1.94° open,6.68° out-to-in,8.62° open,,,0.2,0.8,0,2,2.2,0,5
7,2026-08-14T22:55:44.000Z,Baby Fade,9 Iron,Default,114.0,114.9,2.8,2.8,4.1,27.5,5.0,72.1,88.1,1.2,1.36 L,30.8,48.7,4298,625 R,5.5,24.0,-2.1,0.58° closed,3.78° out-to-in,3.2° open,,,0.2,4.3,0,1.8,10,10,26.1
8,2026-08-14T22:55:44.000Z,Huge Hook,9 Iron,Default,119.1,121.7,25.4,24.6,-17.4,22.6,5.0,76.4,95.5,1.3,6.37 L,21.8,45.0,7279,2187 L,11.3,47.0,-4.2,9.07° closed,2.53° in-to-out,11.6° closed,,,0.0,4.9,0,8.3,0,0,13.1
9,2026-08-14T22:55:44.000Z,Push Slice,9 Iron,Default,135.7,141.4,20.8,19.5,13.1,19.0,4.9,78.9,103.9,1.3,3.41 R,15.1,39.0,5967,1563 R,11.4,42.0,-5.2,4.14° open,2.93° out-to-in,7.07° open,,,-0.1,5.8,4.8,6.6,0,0,17.2
10,2026-08-14T22:55:44.000Z,Slight Push,9 Iron,Default,141.6,140.4,5.8,5.8,1.6,32.3,5.6,78.6,102.1,1.3,3.1 R,26.3,49.0,4791,0,1.8,6.0,0.1,2.6° open,1.6° in-to-out,1° open,,,1.3,9.4,10,5.9,6.9,6,38.2
11,2026-08-14T22:55:44.000Z,Shank,9 Iron,Default,109.3,142.1,83.3,60.1,44.4,7.0,3.2,78.6,103.7,1.3,19.73 R,8.5,19.6,3942,10000 R,20.9,95.0,-5.3,19.02° open,0.03° out-to-in,19.05° open,,,-0.8,6.4,0,2.2,0,0,8.6
12,2026-08-14T22:55:44.000Z,Dead Straight,9 Iron,Default,120.8,123.3,2.0,1.9,1.9,23.4,5.1,76.2,95.1,1.2,0.07 L,22.1,45.1,7375,0,2.1,9.0,-4.1,0.42° closed,0.56° out-to-in,0.14° open,,,0.4,8.2,0,8.1,10,10,36.3
13,2026-08-14T22:55:44.000Z,Push Fade,9 Iron,Default,139.8,143.8,13.3,12.7,8.6,22.3,5.2,79.8,105.9,1.3,1.8 R,16.7,41.7,6492,938 R,8.3,30.0,-5.1,1.96° open,2.41° out-to-in,4.37° open,,,0.5,7.7,8.5,7.7,3,3,29.9
14,2026-08-14T22:55:44.000Z,Push,9 Iron,Default,116.6,115.4,7.5,7.6,3.6,27.0,5.0,71.6,87.7,1.2,3.83 R,30.7,46.6,4185,313 R,0.2,1.0,-2.1,3.52° open,1.26° in-to-out,2.26° open,,,0.1,6.2,0,1.7,5.3,3,16.3
15,2026-08-14T22:55:44.000Z,Top,9 Iron,Default,37.5,76.3,9.2,4.4,7.1,2.8,1.1,68.4,84.0,1.2,6.17 R,16.1,17.6,50,312 L,0.3,4.0,-0.5,4.96° open,6.2° in-to-out,1.24° closed,,,-0.3,3.1,0,2.5,8.4,0,14.1
16,2026-08-14T22:55:44.000Z,Huge Push Slice,9 Iron,Default,95.1,96.8,19.6,19.1,15.8,21.4,4.5,68.2,76.3,1.1,7.22 R,32.0,46.4,5649,2188 R,7.1,37.0,-2.0,9.28° open,2.07° out-to-in,11.35° open,,,-0.2,3,0,2.8,0,0,5.9
17,2026-08-14T22:55:44.000Z,Top,9 Iron,Default,19.5,87.9,27.6,6.1,18.4,0.6,0.5,71.6,89.7,1.3,17.27 R,6.4,6.5,667,1250 L,0.0,1.0,3.8,11.95° open,7.9° in-to-out,4.05° open,,,-0.7,1.9,0,0.1,0,0,2
18,2026-08-14T22:55:44.000Z,Slight Pull,9 Iron,Default,48.0,63.3,0.8,0.7,-0.5,0.3,1.1,81.7,108.0,1.3,1.21 L,0.9,1.8,3588,313 R,0.3,3.0,-5.2,0.92° closed,1.97° out-to-in,1.05° open,,,-0.4,10,0,1.7,10,6,27.7
19,2026-08-14T22:55:44.000Z,Huge Push Slice,9 Iron,Default,132.8,139.9,39.6,36.6,23.9,17.6,4.8,80.9,104.6,1.3,7.89 R,14.2,36.3,6747,3125 R,18.2,69.0,-5.4,9.73° open,2.49° out-to-in,12.22° open,,,-0.4,6.6,0,6.7,0,0,13.4
20,2026-08-14T22:55:44.000Z,Dead Straight,9 Iron,Default,32.2,46.8,0.5,0.3,-1.1,0.3,0.7,79.1,108.8,1.4,0.17 R,2.0,1.5,1751,625 R,0.3,5.0,-2.0,0.15° open,2.1° out-to-in,2.25° open,,,-0.4,9.3,0,1.5,10,10,30.8
21,2026-08-14T22:55:44.000Z,Push,9 Iron,Default,116.4,118.6,10.4,10.2,5.9,24.8,5.1,71.7,91.0,1.3,4.15 R,25.7,45.5,6426,625 R,1.8,8.0,-1.4,4.1° open,0.47° in-to-out,3.63° open,,,0.2,5.2,0,6.5,0.6,3,15.4
22,2026-08-14T22:55:44.000Z,Huge Push Slice,9 Iron,Default,116.3,118.5,29.7,29.0,19.7,23.4,5.0,72.4,91.7,1.3,8.96 R,24.2,44.4,6883,2500 R,10.6,46.0,-2.5,10.66° open,1.46° out-to-in,12.12° open,,,-0.4,3.6,0,7.2,0,0,10.9
23,2026-08-14T22:55:44.000Z,Dead Straight,9 Iron,Default,127.1,140.3,1.0,0.7,1.2,12.7,4.3,81.6,103.5,1.3,0.55 L,10.4,30.6,6639,0,1.9,8.0,-5.5,0.81° closed,1° out-to-in,0.19° open,,,2.7,10,3,5.1,10,10,38.1
24,2026-08-14T22:55:44.000Z,Push,9 Iron,Default,125.8,125.5,22.2,22.3,13.6,28.2,5.1,72.2,90.7,1.3,6.74 R,30.8,45.5,2893,781 R,7.4,29.0,-2.0,6.91° open,2.16° in-to-out,4.75° open,,,0.1,4.4,2.3,1.5,1,3,12.2
